10001;10001;1;10;10
10002;10002;1;10;5
10003;10003;1;5;6
10004;10004;1;4;4
10005;10005;1;3;4
10006;10006;1;5;5
10007;10007;1;4;5
10008;10001;2;5;5
10009;10001;3;5;5
10010;10001;4;5;5
10011;10003;2;5;5
10012;10003;3;5;5
10013;10003;4;5;5
10014;10003;5;5;5
10015;10004;2;10;10
10016;10004;3;5;5
10017;10004;4;5;5
10018;10004;5;6;6
10019;10005;2;5;5
10020;10005;3;5;10
10021;10005;4;10;10
10022;10005;5;5;5
10023;10006;2;10;10
10024;10006;3;5;6
10025;10006;4;7;8
10026;10006;5;8;6
10027;10007;2;10;10
10028;10007;3;6;6
10029;10007;4;10;10
10030;10008;1;10;10
10031;10008;2;10;10
10032;10008;3;5;10
10033;10001;5;2;2
10034;10001;6;10;10
10035;10001;7;20;20
