10026;10002;1;1;1
10027;10002;1;2;1
10028;10002;1;3;1
10029;10002;1;4;1
10030;10002;1;5;1
10031;10002;2;1;1
10032;10002;2;2;1
10033;10002;2;3;1
10034;10002;2;4;1
10035;10002;2;5;1
10036;10002;3;1;1
10037;10002;3;2;1
10038;10002;3;3;1
10039;10002;3;4;1
10040;10002;3;5;1
10041;10002;4;1;1
10042;10002;4;2;1
10043;10002;4;3;1
10044;10002;4;4;1
10045;10002;4;5;1
10046;10002;5;1;1
10047;10002;5;2;1
10048;10002;5;3;1
10049;10002;5;4;1
10050;10002;5;5;1
10051;10002;6;1;1
10052;10002;6;2;1
10053;10002;6;3;1
10054;10002;6;4;1
10055;10002;6;5;1
10056;10002;7;1;1
10057;10002;7;2;1
10058;10002;7;3;1
10059;10002;7;4;1
10060;10002;7;5;1
10061;10002;8;1;1
10062;10002;8;2;1
10063;10002;8;3;1
10064;10002;8;4;1
10065;10002;8;5;1
10066;10002;9;1;1
10067;10002;9;2;1
10068;10002;9;3;1
10069;10002;9;4;1
10070;10002;9;5;1
10071;10002;10;1;1
10072;10002;10;2;1
10073;10002;10;3;1
10074;10002;10;4;1
10075;10002;10;5;1
10076;10003;1;1;1
10077;10003;1;2;1
10078;10003;1;3;1
10079;10003;1;4;1
10080;10003;1;5;1
10081;10003;1;6;1
10082;10003;2;1;1
10083;10003;2;2;1
10084;10003;2;3;1
10085;10003;2;4;1
10086;10003;2;5;1
10087;10003;2;6;1
10088;10003;3;1;1
10089;10003;3;2;1
10090;10003;3;3;1
10091;10003;3;4;1
10092;10003;3;5;1
10093;10003;3;6;1
10094;10003;4;1;1
10095;10003;4;2;1
10096;10003;4;3;1
10097;10003;4;4;1
10098;10003;4;5;1
10099;10003;4;6;1
10100;10003;5;1;1
10101;10003;5;2;1
10102;10003;5;3;1
10103;10003;5;4;1
10104;10003;5;5;1
10105;10003;5;6;1
10106;10004;1;1;1
10107;10004;1;2;1
10108;10004;1;3;1
10109;10004;1;4;1
10110;10004;2;1;1
10111;10004;2;2;1
10112;10004;2;3;1
10113;10004;2;4;1
10114;10004;3;1;1
10115;10004;3;2;1
10116;10004;3;3;1
10117;10004;3;4;1
10118;10004;4;1;1
10119;10004;4;2;1
10120;10004;4;3;1
10121;10004;4;4;1
10122;10005;1;1;1
10123;10005;1;2;1
10124;10005;1;3;1
10125;10005;1;4;1
10126;10005;2;1;1
10127;10005;2;2;1
10128;10005;2;3;1
10129;10005;2;4;1
10130;10005;3;1;1
10131;10005;3;2;1
10132;10005;3;3;1
10133;10005;3;4;1
10134;10006;1;1;1
10135;10006;1;2;1
10136;10006;1;3;1
10137;10006;1;4;1
10138;10006;1;5;1
10139;10006;2;1;1
10140;10006;2;2;1
10141;10006;2;3;1
10142;10006;2;4;1
10143;10006;2;5;1
10144;10006;3;1;1
10145;10006;3;2;1
10146;10006;3;3;1
10147;10006;3;4;1
10148;10006;3;5;1
10149;10006;4;1;1
10150;10006;4;2;1
10151;10006;4;3;1
10152;10006;4;4;1
10153;10006;4;5;1
10154;10006;5;1;1
10155;10006;5;2;1
10156;10006;5;3;1
10157;10006;5;4;1
10158;10006;5;5;1
10159;10007;1;1;1
10160;10007;1;2;1
10161;10007;1;3;1
10162;10007;1;4;1
10163;10007;1;5;1
10164;10007;2;1;1
10165;10007;2;2;1
10166;10007;2;3;1
10167;10007;2;4;1
10168;10007;2;5;1
10169;10007;3;1;1
10170;10007;3;2;1
10171;10007;3;3;1
10172;10007;3;4;1
10173;10007;3;5;1
10174;10007;4;1;1
10175;10007;4;2;1
10176;10007;4;3;1
10177;10007;4;4;1
10178;10007;4;5;1
10179;10008;1;1;1
10180;10008;1;2;1
10181;10008;1;3;1
10182;10008;1;4;1
10183;10008;1;5;1
10184;10008;2;1;1
10185;10008;2;2;1
10186;10008;2;3;1
10187;10008;2;4;1
10188;10008;2;5;1
10189;10008;3;1;1
10190;10008;3;2;1
10191;10008;3;3;1
10192;10008;3;4;1
10193;10008;3;5;1
10194;10008;4;1;1
10195;10008;4;2;1
10196;10008;4;3;1
10197;10008;4;4;1
10198;10008;4;5;1
10199;10008;5;1;1
10200;10008;5;2;1
10201;10008;5;3;1
10202;10008;5;4;1
10203;10008;5;5;1
10204;10009;1;1;1
10205;10009;1;2;1
10206;10009;1;3;1
10207;10009;1;4;1
10208;10009;1;5;1
10209;10009;2;1;1
10210;10009;2;2;1
10211;10009;2;3;1
10212;10009;2;4;1
10213;10009;2;5;1
10214;10009;3;1;1
10215;10009;3;2;1
10216;10009;3;3;1
10217;10009;3;4;1
10218;10009;3;5;1
10219;10009;4;1;1
10220;10009;4;2;1
10221;10009;4;3;1
10222;10009;4;4;1
10223;10009;4;5;1
10224;10009;5;1;1
10225;10009;5;2;1
10226;10009;5;3;1
10227;10009;5;4;1
10228;10009;5;5;1
10229;10010;1;1;1
10230;10010;1;2;1
10231;10010;1;3;1
10232;10010;1;4;1
10233;10010;1;5;1
10234;10010;2;1;1
10235;10010;2;2;1
10236;10010;2;3;1
10237;10010;2;4;1
10238;10010;2;5;1
10239;10010;3;1;1
10240;10010;3;2;1
10241;10010;3;3;1
10242;10010;3;4;1
10243;10010;3;5;1
10244;10010;4;1;1
10245;10010;4;2;1
10246;10010;4;3;1
10247;10010;4;4;1
10248;10010;4;5;1
10249;10010;5;1;1
10250;10010;5;2;1
10251;10010;5;3;1
10252;10010;5;4;1
10253;10010;5;5;1
10254;10011;1;1;1
10255;10011;1;2;1
10256;10011;1;3;1
10257;10011;1;4;1
10258;10011;1;5;1
10259;10011;2;1;1
10260;10011;2;2;1
10261;10011;2;3;1
10262;10011;2;4;1
10263;10011;2;5;1
10264;10011;3;1;1
10265;10011;3;2;1
10266;10011;3;3;1
10267;10011;3;4;1
10268;10011;3;5;1
10269;10011;4;1;1
10270;10011;4;2;1
10271;10011;4;3;1
10272;10011;4;4;1
10273;10011;4;5;1
10274;10011;5;1;1
10275;10011;5;2;1
10276;10011;5;3;1
10277;10011;5;4;1
10278;10011;5;5;1
10279;10012;1;1;1
10280;10012;1;2;1
10281;10012;1;3;1
10282;10012;1;4;1
10283;10012;1;5;1
10284;10012;2;1;1
10285;10012;2;2;1
10286;10012;2;3;1
10287;10012;2;4;1
10288;10012;2;5;1
10289;10012;3;1;1
10290;10012;3;2;1
10291;10012;3;3;1
10292;10012;3;4;1
10293;10012;3;5;1
10294;10012;4;1;1
10295;10012;4;2;1
10296;10012;4;3;1
10297;10012;4;4;1
10298;10012;4;5;1
10299;10012;5;1;1
10300;10012;5;2;1
10301;10012;5;3;1
10302;10012;5;4;1
10303;10012;5;5;1
10304;10013;1;1;1
10305;10013;1;2;1
10306;10013;1;3;1
10307;10013;1;4;1
10308;10013;1;5;1
10309;10013;2;1;1
10310;10013;2;2;1
10311;10013;2;3;1
10312;10013;2;4;1
10313;10013;2;5;1
10314;10013;3;1;1
10315;10013;3;2;1
10316;10013;3;3;1
10317;10013;3;4;1
10318;10013;3;5;1
10319;10013;4;1;1
10320;10013;4;2;1
10321;10013;4;3;1
10322;10013;4;4;1
10323;10013;4;5;1
10324;10013;5;1;1
10325;10013;5;2;1
10326;10013;5;3;1
10327;10013;5;4;1
10328;10013;5;5;1
10329;10014;1;1;1
10330;10014;1;2;1
10331;10014;1;3;1
10332;10014;1;4;1
10333;10014;1;5;1
10334;10014;2;1;1
10335;10014;2;2;1
10336;10014;2;3;1
10337;10014;2;4;1
10338;10014;2;5;1
10339;10014;3;1;1
10340;10014;3;2;1
10341;10014;3;3;1
10342;10014;3;4;1
10343;10014;3;5;1
10344;10014;4;1;1
10345;10014;4;2;1
10346;10014;4;3;1
10347;10014;4;4;1
10348;10014;4;5;1
10349;10014;5;1;1
10350;10014;5;2;1
10351;10014;5;3;1
10352;10014;5;4;1
10353;10014;5;5;1
10354;10015;1;1;1
10355;10015;1;2;1
10356;10015;1;3;1
10357;10015;1;4;1
10358;10015;1;5;1
10359;10015;1;6;1
10360;10015;1;7;1
10361;10015;1;8;1
10362;10015;1;9;1
10363;10015;1;10;1
10364;10015;2;1;1
10365;10015;2;2;1
10366;10015;2;3;1
10367;10015;2;4;1
10368;10015;2;5;1
10369;10015;2;6;1
10370;10015;2;7;1
10371;10015;2;8;1
10372;10015;2;9;1
10373;10015;2;10;1
10374;10015;3;1;1
10375;10015;3;2;1
10376;10015;3;3;1
10377;10015;3;4;1
10378;10015;3;5;1
10379;10015;3;6;1
10380;10015;3;7;1
10381;10015;3;8;1
10382;10015;3;9;1
10383;10015;3;10;1
10384;10015;4;1;1
10385;10015;4;2;1
10386;10015;4;3;1
10387;10015;4;4;1
10388;10015;4;5;1
10389;10015;4;6;1
10390;10015;4;7;1
10391;10015;4;8;1
10392;10015;4;9;1
10393;10015;4;10;1
10394;10015;5;1;1
10395;10015;5;2;1
10396;10015;5;3;1
10397;10015;5;4;1
10398;10015;5;5;1
10399;10015;5;6;1
10400;10015;5;7;1
10401;10015;5;8;1
10402;10015;5;9;1
10403;10015;5;10;1
10404;10015;6;1;1
10405;10015;6;2;1
10406;10015;6;3;1
10407;10015;6;4;1
10408;10015;6;5;1
10409;10015;6;6;1
10410;10015;6;7;1
10411;10015;6;8;1
10412;10015;6;9;1
10413;10015;6;10;1
10414;10015;7;1;1
10415;10015;7;2;1
10416;10015;7;3;1
10417;10015;7;4;1
10418;10015;7;5;1
10419;10015;7;6;1
10420;10015;7;7;1
10421;10015;7;8;1
10422;10015;7;9;1
10423;10015;7;10;1
10424;10015;8;1;1
10425;10015;8;2;1
10426;10015;8;3;1
10427;10015;8;4;1
10428;10015;8;5;1
10429;10015;8;6;1
10430;10015;8;7;1
10431;10015;8;8;1
10432;10015;8;9;1
10433;10015;8;10;1
10434;10015;9;1;1
10435;10015;9;2;1
10436;10015;9;3;1
10437;10015;9;4;1
10438;10015;9;5;1
10439;10015;9;6;1
10440;10015;9;7;1
10441;10015;9;8;1
10442;10015;9;9;1
10443;10015;9;10;1
10444;10015;10;1;1
10445;10015;10;2;1
10446;10015;10;3;1
10447;10015;10;4;1
10448;10015;10;5;1
10449;10015;10;6;1
10450;10015;10;7;1
10451;10015;10;8;1
10452;10015;10;9;1
10453;10015;10;10;1
10454;10016;1;1;1
10455;10016;1;2;1
10456;10016;1;3;1
10457;10016;1;4;1
10458;10016;1;5;1
10459;10016;2;1;1
10460;10016;2;2;1
10461;10016;2;3;1
10462;10016;2;4;1
10463;10016;2;5;1
10464;10016;3;1;1
10465;10016;3;2;1
10466;10016;3;3;1
10467;10016;3;4;1
10468;10016;3;5;1
10469;10016;4;1;1
10470;10016;4;2;1
10471;10016;4;3;1
10472;10016;4;4;1
10473;10016;4;5;1
10474;10016;5;1;1
10475;10016;5;2;1
10476;10016;5;3;1
10477;10016;5;4;1
10478;10016;5;5;1
10479;10017;1;1;1
10480;10017;1;2;1
10481;10017;1;3;1
10482;10017;1;4;1
10483;10017;1;5;1
10484;10017;2;1;1
10485;10017;2;2;1
10486;10017;2;3;1
10487;10017;2;4;1
10488;10017;2;5;1
10489;10017;3;1;1
10490;10017;3;2;1
10491;10017;3;3;1
10492;10017;3;4;1
10493;10017;3;5;1
10494;10017;4;1;1
10495;10017;4;2;1
10496;10017;4;3;1
10497;10017;4;4;1
10498;10017;4;5;1
10499;10017;5;1;1
10500;10017;5;2;1
10501;10017;5;3;1
10502;10017;5;4;1
10503;10017;5;5;1
10504;10018;1;1;1
10505;10018;1;2;1
10506;10018;1;3;1
10507;10018;1;4;1
10508;10018;1;5;1
10509;10018;1;6;1
10510;10018;2;1;1
10511;10018;2;2;1
10512;10018;2;3;1
10513;10018;2;4;1
10514;10018;2;5;1
10515;10018;2;6;1
10516;10018;3;1;1
10517;10018;3;2;1
10518;10018;3;3;1
10519;10018;3;4;1
10520;10018;3;5;1
10521;10018;3;6;1
10522;10018;4;1;1
10523;10018;4;2;1
10524;10018;4;3;1
10525;10018;4;4;1
